,10K,10Q,8K,cik,exchanges,firm_name,fiscal_end,sic_code,sic_description,tickers
8120,1.0,1.0,1.0,0001772720,['NYSE'],XL Fleet Corp.,1231,3714,Motor Vehicle Parts & Accessories,['XL']
8121,0.0,0.0,0.0,0001406434,[''],"PURE CAPITAL SOLUTIONS, INC.",1231,,,['PCST']
8122,1.0,1.0,1.0,0000020639,['OTC'],AmBase Corp,1231,6512,Opeators of  Nonresidential Buildings,['ABCP']
8123,1.0,1.0,1.0,0001318641,['Nasdaq'],"Statera Biopharma, Inc.",1231,2834,Pharmaceutical Preparations,['STAB']
8124,0.0,0.0,0.0,0001703399,['NYSE'],Sea Ltd,1231,7380,Services-Miscellaneous Business Services,['SE']
8125,1.0,1.0,1.0,0000357301,['Nasdaq'],TRUSTCO BANK CORP N Y,1231,6022,State Commercial Banks,['TRST']
8126,0.0,0.0,0.0,0001333141,"['NYSE', 'OTC']",Fresenius Medical Care AG & Co. KGaA,,8090,"Services-Misc Health & Allied Services, NEC","['FMS', 'FMCQF']"
8127,1.0,1.0,1.0,0001706524,['Nasdaq'],"urban-gro, Inc.",1231,5080,"Wholesale-Machinery, Equipment & Supplies",['UGRO']
8128,1.0,1.0,1.0,0000020286,['Nasdaq'],CINCINNATI FINANCIAL CORP,1231,6331,"Fire, Marine & Casualty Insurance",['CINF']
8129,1.0,1.0,1.0,0001670869,['OTC'],"Rocky Mountain High Brands, Inc.",1231,2080,Beverages,['RMHB']
8130,0.0,0.0,0.0,0001845338,['Nasdaq'],monday.com Ltd.,1231,7372,Services-Prepackaged Software,['MNDY']
8131,1.0,1.0,1.0,0001830392,"['NYSE', 'NYSE', 'NYSE']",Pontem Corp,1231,6770,Blank Checks,"['PNTM', 'PNTM-WT', 'PNTM-UN']"
8132,0.0,0.0,0.0,0001734005,['Nasdaq'],Aptorum Group Ltd,1231,2834,Pharmaceutical Preparations,['APM']
8133,0.0,0.0,0.0,0001805526,[''],Janover Inc.,1231,6163,Loan Brokers,['JNRV']
8134,1.0,1.0,1.0,0001796022,['Nasdaq'],StepStone Group Inc.,0331,6282,Investment Advice,['STEP']
8135,0.0,0.0,0.0,0001296484,['Nasdaq'],TOP SHIPS INC.,1231,4412,Deep Sea Foreign Transportation of  Freight,['TOPS']
8136,1.0,1.0,1.0,0001843716,"['NYSE', 'NYSE', 'NYSE']",Post Holdings Partnering Corp,1231,6770,Blank Checks,"['PSPC', 'PSPC-WT', 'PSPC-UN']"
8137,1.0,1.0,1.0,0001438423,['Nasdaq'],EVERSPIN TECHNOLOGIES INC,1231,3674,Semiconductors & Related Devices,['MRAM']
8138,1.0,1.0,1.0,0001828608,"['NYSE', 'NYSE', 'NYSE']",Compute Health Acquisition Corp.,1231,6770,Blank Checks,"['CPUH', 'CPUH-WT', 'CPUH-UN']"
8139,0.0,0.0,0.0,0001648416,['NYSE'],Ferrari N.V.,1231,3711,Motor Vehicles & Passenger Car Bodies,['RACE']
8140,0.0,0.0,0.0,0001871667,[''],Henley Park Acquisition Corp.,1231,6770,Blank Checks,['HPAC']
8141,1.0,1.0,1.0,0001659207,[''],Fellazo Corp,0831,2750,Commercial Printing,['FLLZ']
8142,1.0,1.0,1.0,0001314727,['Nasdaq'],Sonos Inc,,3651,Household Audio & Video Equipment,['SONO']
8143,1.0,1.0,1.0,0000891532,['Nasdaq'],PERMA FIX ENVIRONMENTAL SERVICES INC,1231,4955,Hazardous Waste Management,['PESI']
8144,1.0,1.0,1.0,0000742278,['NYSE'],RPC INC,1231,1389,"Oil & Gas Field Services, NEC",['RES']
8145,0.0,0.0,0.0,0001831583,[''],Ufin Tek Ltd,1231,7370,"Services-Computer Programming, Data Processing, Etc.",['UFIN']
8146,0.0,1.0,1.0,0001284143,['NYSE'],LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BACKED SER 2004-6,1231,6189,Asset-Backed Securities,['JBK']
8147,1.0,1.0,1.0,0001729637,[''],Karbon-X Corp.,0531,2844,"Perfumes, Cosmetics & Other Toilet Preparations",['KARX']
8148,1.0,1.0,1.0,0001530721,['NYSE'],Capri Holdings Ltd,0401,3100,Leather & Leather Products,['CPRI']
8149,1.0,1.0,1.0,0001413909,['OTC'],DSG Global Inc.,1231,7373,Services-Computer Integrated Systems Design,['DSGT']
8150,1.0,1.0,1.0,0001842384,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Belong Acquisition Corp.,1231,6770,Blank Checks,"['BLNG', 'BLNGU', 'BLNGW']"
8151,1.0,1.0,1.0,0001055454,['OTC'],SCHOOL SPECIALTY INC,1229,5000,Wholesale-Durable Goods,['SCOO']
8152,1.0,1.0,1.0,0001394108,['OTC'],Sino United Worldwide Consolidated Ltd.,1231,2860,Industrial Organic Chemicals,['SUIC']
8153,1.0,1.0,1.0,0000074208,['NYSE'],"UDR, Inc.",1231,6798,Real Estate Investment Trusts,['UDR']
8154,1.0,1.0,1.0,0001115128,['NYSE'],Quotient Technology Inc.,1231,7310,Services-Advertising,['QUOT']
8155,1.0,1.0,1.0,0001668673,['Nasdaq'],"PetIQ, Inc.",1231,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",['PETQ']
8156,1.0,1.0,1.0,0001824502,"['NYSE', 'NYSE']",Archer Aviation Inc.,1231,3721,Aircraft,"['ACHR', 'ACHR-WT']"
8157,0.0,0.0,0.0,0001451279,"['OTC', 'OTC']",Straumann Holding AG / ADR,,,,"['SAUHY', 'SAUHF']"
8158,1.0,1.0,1.0,0000879585,['Nasdaq'],"ATN International, Inc.",1231,4813,Telephone Communications (No Radiotelephone),['ATNI']
8159,0.0,0.0,0.0,0001855011,[''],Virtuoso Acquisition Corp. 2,1231,6770,Blank Checks,['VUSO']
8160,0.0,0.0,0.0,0000886977,['Nasdaq'],METHANEX CORP,1231,2860,Industrial Organic Chemicals,['MEOH']
8161,1.0,1.0,1.0,0001498710,['NYSE'],"Spirit Airlines, Inc.",1231,4512,"Air Transportation, Scheduled",['SAVE']
8162,0.0,0.0,1.0,0001338561,['NYSE'],Nuveen S&P 500 Dynamic Overwrite Fund,,,,['SPXX']
8163,1.0,1.0,1.0,0001066764,['OTC'],Bitech Technologies Corp,1231,8060,Services-Hospitals,['BTTC']
8164,1.0,1.0,1.0,0001770121,['Nasdaq'],"Sana Biotechnology, Inc.",1231,2836,"Biological Products, (No Diagnostic Substances)",['SANA']
8165,0.0,0.0,0.0,0001838937,['OTC'],Zhangmen Education Inc.,,8200,Services-Educational Services,['ZMENY']
8166,1.0,1.0,1.0,0000072333,['NYSE'],NORDSTROM INC,0128,5651,Retail-Family Clothing Stores,['JWN']
8167,0.0,0.0,0.0,0001140471,"['OTC', 'OTC']",NIPPON STEEL CORP,0331,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills","['NPSCY', 'NISTF']"
8168,1.0,1.0,1.0,0001177702,['Nasdaq'],SAIA INC,1231,4213,Trucking (No Local),['SAIA']
8169,1.0,1.0,1.0,0001874259,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Maxpro Capital Acquisition Corp.,1231,6770,Blank Checks,"['JMAC', 'JMACW', 'JMACU']"
8170,0.0,0.0,0.0,0001843080,[''],Callodine Acquisition Corp,1231,6770,Blank Checks,['CALQ']
8171,1.0,1.0,1.0,0001572694,['NYSE'],"Goldman Sachs BDC, Inc.",1231,,,['GSBD']
8172,1.0,1.0,1.0,0000028823,['NYSE'],"DIEBOLD NIXDORF, Inc",1231,3578,Calculating & Accounting Machines (No Electronic Computers),['DBD']
8173,0.0,0.0,0.0,0001158041,['NYSE'],TURQUOISE HILL RESOURCES LTD.,1231,1000,Metal Mining,['TRQ']
8174,1.0,1.0,1.0,0001828937,"['NYSE', 'NYSE']",Finance of America Companies Inc.,1231,6162,Mortgage Bankers & Loan Correspondents,"['FOA', 'FOA-WT']"
8175,0.0,0.0,0.0,0001840706,['Nasdaq'],SOPHiA GENETICS SA,1231,2836,"Biological Products, (No Diagnostic Substances)",['SOPH']
8176,0.0,0.0,0.0,0001843983,[''],Climate Real Impact Solutions III Acquisition Corp,,6770,Blank Checks,['CLIC']
8177,1.0,1.0,1.0,0001518461,"['Nasdaq', 'Nasdaq']","AmpliTech Group, Inc.",1231,3669,"Communications Equipment, NEC","['AMPG', 'AMPGW']"
8178,1.0,1.0,1.0,0001281984,['OTC'],"Social Life Network, Inc.",1231,7370,"Services-Computer Programming, Data Processing, Etc.",['WDLF']
8179,1.0,1.0,1.0,0001799011,['Nasdaq'],Lucid Diagnostics Inc.,1231,3841,Surgical & Medical Instruments & Apparatus,['LUCD']
8180,1.0,1.0,1.0,0001318568,['NYSE'],Everi Holdings Inc.,1231,7990,Services-Miscellaneous Amusement & Recreation,['EVRI']
8181,1.0,1.0,1.0,0001835256,['NYSE'],"Duckhorn Portfolio, Inc.",0731,2080,Beverages,['NAPA']
8182,1.0,1.0,1.0,0001710366,['NYSE'],CONSOL Energy Inc.,1231,1220,Silver Ores,['CEIX']
8183,1.0,1.0,1.0,0001846996,"['Nasdaq', 'Nasdaq', 'Nasdaq']",MSD ACQUISITION CORP. / NEW,1231,6770,Blank Checks,"['MSDA', 'MSDAW', 'MSDAU']"
8184,1.0,1.0,1.0,0001826397,"['Nasdaq', 'Nasdaq']",AGRIFORCE GROWING SYSTEMS LTD.,1231,3448,Prefabricated Metal Buildings & Components,"['AGRI', 'AGRIW']"
8185,1.0,1.0,1.0,0001403708,['Nasdaq'],Evoke Pharma Inc,1231,2834,Pharmaceutical Preparations,['EVOK']
8186,0.0,0.0,1.0,0000216851,['NYSE'],"ADAMS NATURAL RESOURCES FUND, INC.",1231,,,['PEO']
8187,1.0,1.0,1.0,0001522767,['OTC'],MARIMED INC.,1231,2833,Medicinal Chemicals & Botanical Products,['MRMD']
8188,1.0,1.0,1.0,0001829432,"['NYSE', 'NYSE', 'NYSE']",Ares Acquisition Corp,1231,6770,Blank Checks,"['AAC', 'AAC-WT', 'AAC-UN']"
8189,1.0,1.0,1.0,0001101239,['Nasdaq'],EQUINIX INC,1231,6798,Real Estate Investment Trusts,['EQIX']
8190,1.0,1.0,1.0,0001809987,"['NYSE', 'NYSE']","Mirion Technologies, Inc.",1231,3829,"Measuring & Controlling Devices, NEC","['MIR', 'MIR-WT']"
8191,1.0,1.0,1.0,0000715788,['OTC'],"EVIO, INC.",0930,7600,Services-Miscellaneous Repair Services,['EVIO']
8192,1.0,1.0,1.0,0001828673,['Nasdaq'],HCW Biologics Inc.,1231,2834,Pharmaceutical Preparations,['HCWB']
8193,0.0,0.0,1.0,0000839533,['NYSE'],DWS MUNICIPAL INCOME TRUST,1130,,,['KTF']
8194,0.0,0.0,0.0,0001714562,['Nasdaq'],"Engine Gaming & Media, Inc.",0831,7900,Services-Amusement & Recreation Services,['GAME']
8195,1.0,1.0,1.0,0001507079,['NYSE'],"Floor & Decor Holdings, Inc.",1229,5211,Retail-Lumber & Other Building Materials Dealers,['FND']
8196,1.0,1.0,1.0,0001823896,"['NYSE', 'NYSE', 'NYSE']",Golden Falcon Acquisition Corp.,1231,6770,Blank Checks,"['GFX', 'GFX-WT', 'GFX-UN']"
8197,0.0,0.0,0.0,0001700171,"['OTC', 'OTC']",Aena S.A./ADR,1231,,,"['ANYYY', 'ANNSF']"
8198,1.0,1.0,1.0,0001267813,['Nasdaq'],"MARINUS PHARMACEUTICALS, INC.",1231,2834,Pharmaceutical Preparations,['MRNS']
8199,1.0,1.0,1.0,0001466258,['NYSE'],Trane Technologies plc,1231,3822,Auto Controls For Regulating Residential & Comml Environments,['TT']
8200,1.0,1.0,1.0,0000048465,['NYSE'],HORMEL FOODS CORP /DE/,1030,2011,Meat Packing Plants,['HRL']
8201,1.0,1.0,1.0,0000858470,['NYSE'],Coterra Energy Inc.,1231,1311,Crude Petroleum & Natural Gas,['CTRA']
8202,1.0,1.0,1.0,0001670541,['NYSE'],Adient plc,0930,3714,Motor Vehicle Parts & Accessories,['ADNT']
8203,1.0,1.0,1.0,0000051644,['NYSE'],"INTERPUBLIC GROUP OF COMPANIES, INC.",1231,7311,Services-Advertising Agencies,['IPG']
8204,1.0,1.0,1.0,0001611052,['NYSE'],"PROCORE TECHNOLOGIES, INC.",1231,7372,Services-Prepackaged Software,['PCOR']
8205,1.0,1.0,1.0,0001477449,['NYSE'],"Teladoc Health, Inc.",1231,8011,Services-Offices & Clinics of  Doctors of  Medicine,['TDOC']
8206,1.0,1.0,1.0,0001171838,['OTC'],"Sundance Strategies, Inc.",0331,6411,"Insurance Agents, Brokers & Service",['SUND']
8207,1.0,1.0,1.0,0001611547,['NYSE'],Urban Edge Properties,1231,6500,Real Estate,['UE']
8208,1.0,1.0,1.0,0001844417,"['', 'Nasdaq']",TradeUP Acquisition Corp.,1231,6770,Blank Checks,"['UPTD', 'UPTDW']"
8209,1.0,1.0,1.0,0001839127,"['NYSE', 'NYSE', 'NYSE']","Simon Property Group Acquisition Holdings, Inc.",1231,6770,Blank Checks,"['SPGS', 'SPGS-WT', 'SPGS-UN']"
8210,1.0,1.0,1.0,0001598665,['NYSE'],"Heritage Insurance Holdings, Inc.",,6331,"Fire, Marine & Casualty Insurance",['HRTG']
8211,0.0,0.0,0.0,0001159152,"['NYSE', 'OTC']",James Hardie Industries plc,0331,3272,"Concrete Products, Except Block & Brick","['JHX', 'JHIUF']"
8212,0.0,0.0,0.0,0001852039,['OTC'],Grayscale Filecoin Trust (FIL),1231,,,['FILG']
8213,1.0,1.0,1.0,0001124198,"['NYSE', 'OTC']",FLUOR CORP,1231,1600,Heavy Construction Other Than Bldg Const - Contractors,"['FLR', 'FLRAP']"
8214,1.0,1.0,1.0,0000700565,['Nasdaq'],"FIRST MID BANCSHARES, INC.",1231,6022,State Commercial Banks,['FMBH']
8215,1.0,1.0,1.0,0001656536,['Nasdaq'],"Decibel Therapeutics, Inc.",1231,2834,Pharmaceutical Preparations,['DBTX']
8216,0.0,0.0,0.0,0000811809,"['NYSE', 'OTC']",BHP Group Ltd,0630,1000,Metal Mining,"['BHP', 'BHPLF']"
8217,1.0,1.0,1.0,0001745078,[''],"Vynleads, Inc.",1231,7200,Services-Personal Services,['VYND']
8218,0.0,0.0,0.0,0001743905,"['Nasdaq', 'Nasdaq']",Rail Vision Ltd.,1231,3743,Railroad Equipment,"['RVSN', 'RVSNW']"
8219,1.0,1.0,1.0,0001839824,"['NYSE', 'NYSE', 'NYSE']",FAST Acquisition Corp. II,1231,6770,Blank Checks,"['FZT', 'FZT-WT', 'FZT-UN']"
8220,0.0,0.0,0.0,0001379329,['OTC'],InsCorp Inc,,,,['IBTN']
8221,1.0,1.0,1.0,0000701374,['NYSE'],Six Flags Entertainment Corp,0101,7990,Services-Miscellaneous Amusement & Recreation,['SIX']
8222,0.0,0.0,0.0,0001835104,[''],"INTERMEDIA CLOUD COMMUNICATIONS, INC.",1231,7372,Services-Prepackaged Software,['INTM']
8223,1.0,1.0,1.0,0001627475,['Nasdaq'],"UPWORK, INC",1231,7374,Services-Computer Processing & Data Preparation,['UPWK']
8224,1.0,1.0,1.0,0001872525,"['Nasdaq', 'Nasdaq']","Stran & Company, Inc.",1231,7311,Services-Advertising Agencies,"['STRN', 'STRNW']"
8225,1.0,0.0,1.0,0001886362,['Nasdaq'],"Mobile Global Esports, Inc.",1231,7900,Services-Amusement & Recreation Services,['MGAM']
8226,1.0,1.0,1.0,0000091419,['NYSE'],J M SMUCKER Co,0430,2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies",['SJM']
8227,1.0,1.0,1.0,0000887921,['NYSE'],REVLON INC /DE/,1231,2844,"Perfumes, Cosmetics & Other Toilet Preparations",['REV']
8228,1.0,1.0,1.0,0000020212,['Nasdaq'],Churchill Downs Inc,1231,7948,"Services-Racing, Including Track Operation",['CHDN']
8229,1.0,1.0,1.0,0001050441,['Nasdaq'],EAGLE BANCORP INC,1231,6022,State Commercial Banks,['EGBN']
8230,1.0,1.0,1.0,0001468929,"['Nasdaq', 'Nasdaq']","NEXGEL, INC.",1231,3841,Surgical & Medical Instruments & Apparatus,"['NXGL', 'NXGLW']"
8231,1.0,1.0,1.0,0001578348,['Nasdaq'],"Investcorp Credit Management BDC, Inc.",0630,,,['ICMB']
8232,0.0,0.0,0.0,0001291855,['Nasdaq'],SuperCom Ltd,1231,3674,Semiconductors & Related Devices,['SPCB']
8233,1.0,1.0,1.0,0000860730,['NYSE'],"HCA Healthcare, Inc.",1231,8062,"Services-General Medical & Surgical Hospitals, NEC",['HCA']
8234,1.0,1.0,1.0,0000922621,['Nasdaq'],ERIE INDEMNITY CO,1231,6411,"Insurance Agents, Brokers & Service",['ERIE']
8235,1.0,1.0,1.0,0001723187,[''],Leader Hill Corp,1130,8742,Services-Management Consulting Services,['LHIL']
8236,1.0,1.0,1.0,0001127537,['Nasdaq'],Pulmonx Corp,1231,3841,Surgical & Medical Instruments & Apparatus,['LUNG']
8237,1.0,1.0,1.0,0001544227,['Nasdaq'],"Tempest Therapeutics, Inc.",1231,2834,Pharmaceutical Preparations,['TPST']
8238,0.0,0.0,0.0,0001422669,['OTC'],VALTERRA RESOURCE CORP,,,,['VRSCF']
8239,1.0,1.0,1.0,0001476034,['NYSE'],Metropolitan Bank Holding Corp.,1231,6022,State Commercial Banks,['MCB']
8240,1.0,1.0,1.0,0001036044,['Nasdaq'],"Identiv, Inc.",1231,3577,"Computer Peripheral Equipment, NEC",['INVE']
8241,1.0,1.0,1.0,0001413837,['Nasdaq'],First Foundation Inc.,1231,6022,State Commercial Banks,['FFWM']
8242,0.0,0.0,0.0,0001612042,['Nasdaq'],Ascendis Pharma A/S,1231,2834,Pharmaceutical Preparations,['ASND']
8243,1.0,1.0,1.0,0001847112,"['NYSE', 'NYSE', 'NYSE']",TortoiseEcofin Acquisition Corp. III,1231,6770,Blank Checks,"['TRTL', 'TRTL-WT', 'TRTL-UN']"
8244,1.0,1.0,1.0,0000890564,['NYSE'],ASGN Inc,1231,7363,Services-Help Supply Services,['ASGN']
8245,1.0,1.0,1.0,0001772921,['Nasdaq'],OneWater Marine Inc.,0930,5531,Retail-Auto & Home Supply Stores,['ONEW']
8246,1.0,1.0,1.0,0001237831,['NYSE'],GLOBUS MEDICAL INC,1231,3841,Surgical & Medical Instruments & Apparatus,['GMED']
8247,0.0,0.0,0.0,0000855887,['NYSE'],"BNY MELLON STRATEGIC MUNICIPAL BOND FUND, INC.",1130,,,['DSM']
8248,1.0,1.0,1.0,0001409493,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",CHIMERA INVESTMENT CORP,1231,6798,Real Estate Investment Trusts,"['CIM', 'CIM-PB', 'CIM-PA', 'CIM-PD', 'CIM-PC']"
8249,1.0,1.0,1.0,0001750153,"['Nasdaq', 'Nasdaq']",Canoo Inc.,1231,3714,Motor Vehicle Parts & Accessories,"['GOEV', 'GOEVW']"
8250,0.0,0.0,0.0,0001843917,[''],Elliott Opportunity I Corp.,0131,6770,Blank Checks,['EOCO']
8251,1.0,1.0,1.0,0001467760,['NYSE'],"Apollo Commercial Real Estate Finance, Inc.",1231,6798,Real Estate Investment Trusts,['ARI']
8252,1.0,1.0,1.0,0001458023,[''],"Flowerkist Skin Care & Cosmetics, Inc.",1231,8742,Services-Management Consulting Services,['FKST']
8253,1.0,1.0,1.0,0000857855,"['Nasdaq', 'Nasdaq']",UNITED COMMUNITY BANKS INC,1231,6022,State Commercial Banks,"['UCBI', 'UCBIO']"
8254,1.0,1.0,1.0,0001741257,[''],"BANGFU TECHNOLOGY GROUP CO., LTD.",0630,7372,Services-Prepackaged Software,['BFGX']
8255,1.0,1.0,1.0,0001525221,['NYSE'],Bristow Group Inc.,1231,4522,"Air Transportation, Nonscheduled",['VTOL']
8256,1.0,1.0,1.0,0001341439,['NYSE'],ORACLE CORP,0531,7372,Services-Prepackaged Software,['ORCL']
8257,1.0,1.0,1.0,0001840792,"['Nasdaq', 'Nasdaq', 'Nasdaq']",VPC Impact Acquisition Holdings II,1231,6770,Blank Checks,"['VPCB', 'VPCBU', 'VPCBW']"
8258,0.0,0.0,0.0,0001740915,['NYSE'],Farfetch Ltd,1231,7389,"Services-Business Services, NEC",['FTCH']
8259,1.0,1.0,1.0,0001502152,['OTC'],GlobeStar Therapeutics Corp,0930,2834,Pharmaceutical Preparations,['GSTC']
8260,1.0,1.0,1.0,0001064722,['OTC'],GIVEMEPOWER CORP,1231,6500,Real Estate,['GMPW']
8261,1.0,1.0,1.0,0000853816,['Nasdaq'],LANDSTAR SYSTEM INC,1228,4213,Trucking (No Local),['LSTR']
8262,1.0,1.0,1.0,0001653558,"['Nasdaq', 'OTC']","Priority Technology Holdings, Inc.",1231,7389,"Services-Business Services, NEC","['PRTH', 'PRTHW']"
8263,1.0,1.0,1.0,0000931148,['NYSE'],GRAFTECH INTERNATIONAL LTD,1231,3620,Electrical Industrial Apparatus,['EAF']
8264,1.0,1.0,1.0,0001498291,['OTC'],"Daniels Corporate Advisory Company, Inc.",1130,8742,Services-Management Consulting Services,['DCAC']
8265,0.0,0.0,0.0,0001611005,['NYSE'],Kenon Holdings Ltd.,1231,4911,Electric Services,['KEN']
8266,0.0,0.0,0.0,0001378580,"['OTC', 'OTC']",Airbus SE/ADR,,8880,American Depositary Receipts,"['EADSY', 'EADSF']"
8267,0.0,0.0,0.0,0001026785,['Nasdaq'],HIGHWAY HOLDINGS LTD,0331,3490,Miscellaneous Fabricated Metal Products,['HIHO']
8268,1.0,1.0,1.0,0001666138,['NYSE'],Atkore Inc.,0930,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",['ATKR']
8269,1.0,1.0,1.0,0001590717,['NYSE'],"CareTrust REIT, Inc.",1231,6798,Real Estate Investment Trusts,['CTRE']
8270,0.0,0.0,0.0,0001013131,['NYSE'],BUENAVENTURA MINING CO INC,1231,1000,Metal Mining,['BVN']
8271,1.0,1.0,1.0,0001492448,['OTC'],GRN Holding Corp,0430,4899,"Communications Services, NEC",['GRNF']
8272,1.0,1.0,1.0,0001584754,['Nasdaq'],"Akoustis Technologies, Inc.",0630,3661,Telephone & Telegraph Apparatus,['AKTS']
8273,1.0,1.0,1.0,0001326380,['NYSE'],GameStop Corp.,0128,5734,Retail-Computer & Computer Software Stores,['GME']
8274,1.0,1.0,1.0,0001844505,"['NYSE', 'NYSE']","GigCapital5, Inc.",1231,6770,Blank Checks,"['GIA', 'GIA-WT']"
8275,0.0,0.0,0.0,0001872964,"['Nasdaq', 'Nasdaq']",Maris Tech Ltd.,1231,3669,"Communications Equipment, NEC","['MTEK', 'MTEKW']"
8276,1.0,1.0,1.0,0000027996,['NYSE'],DELUXE CORP,1231,2780,"Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",['DLX']
8277,1.0,1.0,1.0,0001575311,['NYSE'],Brookfield DTLA Fund Office Trust Investor Inc.,1231,6798,Real Estate Investment Trusts,['DTLA-P']
8278,1.0,1.0,1.0,0000920427,['Nasdaq'],UNITY BANCORP INC /NJ/,1231,6022,State Commercial Banks,['UNTY']
8279,1.0,1.0,1.0,0001341317,"['Nasdaq', 'Nasdaq']",Bridgewater Bancshares Inc,1231,6022,State Commercial Banks,"['BWB', 'BWBBP']"
8280,1.0,1.0,1.0,0001579298,['NYSE'],"Burlington Stores, Inc.",0201,5311,Retail-Department Stores,['BURL']
8281,1.0,1.0,1.0,0001518621,['NYSE'],"Orchid Island Capital, Inc.",1231,6798,Real Estate Investment Trusts,['ORC']
8282,1.0,1.0,1.0,0000037996,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",FORD MOTOR CO,1231,3711,Motor Vehicles & Passenger Car Bodies,"['F', 'F-PD', 'F-PC', 'F-PB']"
8283,1.0,1.0,1.0,0001830214,"['NYSE', 'NYSE']","Ginkgo Bioworks Holdings, Inc.",1231,2836,"Biological Products, (No Diagnostic Substances)","['DNA', 'DNA-WT']"
8284,1.0,1.0,1.0,0001350156,[''],PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.,0531,5700,"Retail-Home Furniture, Furnishings & Equipment Stores",['PAXH']
8285,1.0,1.0,1.0,0001609065,['Nasdaq'],"Pathfinder Bancorp, Inc.",1231,6022,State Commercial Banks,['PBHC']
8286,0.0,0.0,0.0,0000842180,"['NYSE', 'OTC']","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",1231,6029,"Commercial Banks, NEC","['BBVA', 'BBVXF']"
8287,0.0,0.0,1.0,0001607997,['NYSE'],Nuveen Minnesota Quality Municipal Income Fund,0630,,,['NMS']
8288,1.0,1.0,1.0,0001845601,['Nasdaq'],Iron Spark I Inc.,1231,6770,Blank Checks,['ISAA']
8289,1.0,1.0,1.0,0001082733,"['', 'OTC']","VISIUM TECHNOLOGIES, INC.",0630,7371,Services-Computer Programming Services,"['VISM', 'VISMD']"
8290,1.0,1.0,1.0,0001515156,['Nasdaq'],"Advanced Emissions Solutions, Inc.",1231,2890,Miscellaneous Chemical Products,['ADES']
8291,1.0,1.0,1.0,0001832696,['Nasdaq'],FTAC Athena Acquisition Corp.,1231,6770,Blank Checks,['FTAA']
8292,1.0,1.0,1.0,0001041657,"['Nasdaq', 'Nasdaq']","URBAN ONE, INC.",1231,4832,Radio Broadcasting Stations,"['UONE', 'UONEK']"
8293,1.0,1.0,1.0,0001818787,"['NYSE', 'NYSE', 'NYSE']",Primavera Capital Acquisition Corp.,,6770,Blank Checks,"['PV', 'PV-WT', 'PV-UN']"
8294,1.0,1.0,1.0,0000100591,['NYSE'],ARGAN INC,0131,1700,Construction - Special Trade Contractors,['AGX']
8295,0.0,0.0,0.0,0001809196,"['Nasdaq', 'Nasdaq']",Immatics N.V.,1231,2836,"Biological Products, (No Diagnostic Substances)","['IMTX', 'IMTXW']"
8296,1.0,1.0,1.0,0001633932,['Nasdaq'],ESSA Pharma Inc.,0930,2834,Pharmaceutical Preparations,['EPIX']
8297,0.0,0.0,1.0,0001282957,"['NYSE', 'NYSE', 'NYSE']",GABELLI GLOBAL UTILITY & INCOME TRUST,1231,,,"['GLU', 'GLU-PB', 'GLU-PA']"
8298,0.0,0.0,0.0,0001467808,['NYSE'],Global Cord Blood Corp,,8090,"Services-Misc Health & Allied Services, NEC",['CO']
8299,1.0,1.0,1.0,0001469115,[''],UAN Power Corp,0630,6510,Real Estate Operators (No Developers) & Lessors,['UPOW']
8300,1.0,1.0,1.0,0000818686,"['NYSE', 'OTC']",TEVA PHARMACEUTICAL INDUSTRIES LTD,1231,2834,Pharmaceutical Preparations,"['TEVA', 'TEVJF']"
8301,1.0,1.0,1.0,0001092699,['Nasdaq'],SPS COMMERCE INC,1231,7372,Services-Prepackaged Software,['SPSC']
8302,1.0,1.0,1.0,0001288770,['OTC'],XTRA-GOLD RESOURCES CORP,1231,1000,Metal Mining,['XTGRF']
8303,0.0,0.0,0.0,0001851091,[''],Sachem Acquisition Corp.,1231,6770,Blank Checks,['SCEM']
8304,1.0,1.0,1.0,0001821393,['NYSE'],"Aaron's Company, Inc.",1231,7359,"Services-Equipment Rental & Leasing, NEC",['AAN']
8305,0.0,0.0,0.0,0001932777,[''],PROTONIQ Acquisition Corp,1231,6770,Blank Checks,['PROQ']
8306,1.0,1.0,1.0,0001046311,['NYSE'],CHOICE HOTELS INTERNATIONAL INC /DE,1231,7011,Hotels & Motels,['CHH']
8307,1.0,1.0,1.0,0001660280,['Nasdaq'],"Tenable Holdings, Inc.",1231,7372,Services-Prepackaged Software,['TENB']
8308,1.0,1.0,1.0,0001832415,['Nasdaq'],"Better Therapeutics, Inc.",1231,8000,Services-Health Services,['BTTX']
8309,1.0,1.0,1.0,0000091767,['NYSE'],SONOCO PRODUCTS CO,1231,2650,Paperboard Containers & Boxes,['SON']
8310,0.0,0.0,0.0,0001843556,[''],Tiga Acquisition Corp. II,1231,6770,Blank Checks,['TTO']
