,index,Unnamed: 0,business_city,business_state,business_street1,business_street2,business_zip,cik,firm_name,mailing_city,mailing_state,mailing_street1,mailing_street2,mailing_zip
1575,6658,6658,ALPHARETTA,GA,900 NORTH POINT PARKWAY,SUITE 200,30005,1539029,"Clearside Biomedical, Inc.",ALPHARETTA,GA,900 NORTH POINT PARKWAY,SUITE 200,30005
1576,6666,6666,BELLEVUE,WA,500 108TH AVE NE,SUITE 200,98004,1366561,SMARTSHEET INC,BELLEVUE,WA,500 108TH AVE NE,SUITE 200,98004
1577,6676,6676,FORT LAUDERDALE,FL,300 SE 2ND STREET,SUITE 600,33301,1837607,Priveterra Acquisition Corp.,FORT LAUDERDALE,FL,300 SE 2ND STREET,SUITE 600,33301
1578,6684,6684,BOSTON,MA,75 STATE ST.,SUITE 100,02109,1888012,"HilleVax, Inc.",BOSTON,MA,75 STATE ST.,SUITE 100,02109
1579,6700,6700,HOUSTON,TX,THREE ALLEN CENTER,"333 CLAY STREET, SUITE 4980",77002,1590584,Civeo Corp,HOUSTON,TX,THREE ALLEN CENTER,"333 CLAY STREET, SUITE 4980",77002
1580,6703,6703,NEW YORK,NY,80 PINE STREET,SUITE 3202,10005,1847440,Coliseum Acquisition Corp.,NEW YORK,NY,80 PINE STREET,SUITE 3202,10005
1581,6717,6717,CARLSBAD,CA,6005 HIDDEN VALLEY ROAD,SUITE 110,92011,1807120,"Design Therapeutics, Inc.",CARLSBAD,CA,6005 HIDDEN VALLEY ROAD,SUITE 110,92011
1582,6725,6725,WALTHAM,MA,203 CRESCENT STREET,"BLDG. 17, SUITE 102B",02453,1590750,"Viridian Therapeutics, Inc.\DE",WALTHAM,MA,203 CRESCENT STREET,"BLDG. 17, SUITE 102B",02453
1583,6728,6728,SAN MATEO,CA,ONE FRANKLIN PARKWAY,"BUILDING 920/2, LEGAL-FRI SECRETARY",94403,38777,FRANKLIN RESOURCES INC,SAN MATEO,CA,FRANKLIN RESOURCES INC,ONE FRANKLIN PARKWAY,94403
1584,6733,6733,MIDLAND,TX,500 WEST TEXAS,SUITE 1200,79701,1539838,"Diamondback Energy, Inc.",MIDLAND,TX,500 WEST TEXAS,SUITE 1200,79701
1585,6736,6736,SAN FRANCISCO,CA,548 MARKET STREET,PMB 97425,94104,1873324,PepperLime Health Acquisition Corp,SAN FRANCISCO,CA,548 MARKET STREET,PMB 97425,94104
1586,6737,6737,HOUSTON,TX,1001 FANNIN STREET,SUITE 1500,77002,1486159,Chord Energy Corp,HOUSTON,TX,1001 FANNIN STREET,SUITE 1500,77002
1587,6738,6738,BRISTOL,PA,10 CANAL STREET,SUITE 104,19007,1828376,William Penn Bancorporation,BRISTOL,PA,10 CANAL STREET,SUITE 104,19007
1588,6744,6744,NEW YORK,NY,C/O GRAUBARD MILLER,405 LEXINGTON AVENUE,10174,1835817,Northern Star Investment Corp. III,NEW YORK,NY,C/O GRAUBARD MILLER,405 LEXINGTON AVENUE,10174
1589,6745,6745,MARTINSVILLE,VA,440 E COMMONWEALTH BLVD,POB 4708,24115,1077688,HOOKER FURNISHINGS Corp,MARTINSVILLE,VA,440 E COMMONWEALTH BLVD,POB 4708,24115
1590,6749,6749,ZEPHYR COVE,NV,308 DORLA COURT,SUITE 206,89448,1082324,VirnetX Holding Corp,ZEPHYR COVE,NV,308 DORLA COURT,SUITE 206,89448
1591,6752,6752,OMAHA,NE,1400 DOUGLAS STREET,STOP 0310,68179,100885,UNION PACIFIC CORP,OMAHA,NE,1400 DOUGLAS STREET,STOP 0310,68179
1592,6753,6753,DALLAS,TX,1800 THREE LINCOLN CTR,5430 LBJ FREEWAY,75240,731802,ATMOS ENERGY CORP,DALLAS,TX,1800 THREE LINCOLN CTR,5430 LBJ FREEWAY,75240
1593,6758,6758,ANN ARBOR,MI,3600 GREEN COURT,SUITE 350,48105,1681682,ENDRA Life Sciences Inc.,ANN ARBOR,MI,3600 GREEN COURT,SUITE 350,48105
1594,6769,6769,FALLS CHURCH,VA,2980 FAIRVIEW PARK DRIVE,C/O NORTHROP GRUMMAN CORP,22042,1133421,NORTHROP GRUMMAN CORP /DE/,FALLS CHURCH,VA,2980 FAIRVIEW PARK DRIVE,C/O NORTHROP GRUMMAN CORP,22042
1595,6770,6770,HOFFMAN ESTATES,IL,2000 CENTER DRIVE,SUITE EAST C300,60192,1403431,"Heritage-Crystal Clean, Inc.",HOFFMAN ESTATES,IL,2000 CENTER DRIVE,SUITE EAST C300,60192
1596,6777,6777,IRVINE,CA,17461 DERIAN AVE.,SUITE 200,92614,1772177,"KURA SUSHI USA, INC.",IRVINE,CA,17461 DERIAN AVE.,SUITE 200,92614
1597,6778,6778,ATLANTA,GA,3350 PEACHTREE ROAD NORTHEAST,SUITE 150,30326,822416,PULTEGROUP INC/MI/,ATLANTA,GA,3350 PEACHTREE ROAD NORTHEAST,SUITE 150,30326
1599,6785,6785,SAN FRANCISCO,CA,101 2ND ST.,SUITE 1275,94105,1837067,NightDragon Acquisition Corp.,SAN FRANCISCO,CA,101 2ND ST.,SUITE 1275,94105
1600,6790,6790,Boston,MA,75 STATE STREET,26TH FLOOR,02109,1393584,American Well Corp,Boston,MA,75 STATE STREET,26TH FLOOR,02109
1601,6792,6792,FORT WORTH,TX,C/O TPG PACE HOLDINGS,"301 COMMERCE STREET, SUITE 3300",76102,1840859,TPG Pace Beneficial II Corp.,FORT WORTH,TX,C/O TPG PACE HOLDINGS,"301 COMMERCE STREET, SUITE 3300",76102
1602,6797,6797,HOUSTON,TX,2001 KIRBY DRIVE,SUITE 200,77019,1532286,"Nine Energy Service, Inc.",HOUSTON,TX,2001 KIRBY DRIVE,SUITE 200,77019
1603,6800,6800,NEW YORK,NY,275 MADISON AVENUE,39TH FLOOR,10016,1865701,Keyarch Acquisition Corp,NEW YORK,NY,275 MADISON AVENUE,39TH FLOOR,10016
1605,6812,6812,BETHESDA,MD,2 BETHESDA METRO CENTER,SUITE 1400,20814,1298946,DiamondRock Hospitality Co,BETHESDA,MD,2 BETHESDA METRO CENTER,SUITE 1400,20814
1606,6813,6813,ATLANTA,GA,TEN GLENLAKE PARKWAY,"SOUTH TOWER, SUITE 950",30328,1704596,"EVO Payments, Inc.",ATLANTA,GA,TEN GLENLAKE PARKWAY,"SOUTH TOWER, SUITE 950",30328
1607,6815,6815,HOUSTON,TX,1000 LOUISIANA STREET,SUITE 3900,77002,1612720,NextDecade Corp.,HOUSTON,TX,1000 LOUISIANA STREET,SUITE 3900,77002
1608,6817,6817,ST PAUL,MN,3M CENTER,BLDG. 220-13E-26A,55144-1000,66740,3M CO,ST. PAUL,MN,3M CENTER,BLDG. 220-13E-26A,55144-1000
1609,6827,6827,MILWAUKEE,WI,11270 WEST PARK PLACE,SUITE 10000,53224,61986,MANITOWOC CO INC,MILWAUKEE,WI,11270 WEST PARK PLACE,SUITE 10000,53224
1610,6832,6832,CAMBRIDGE,MA,ONE MAIN STREET,SUITE 1350,02142,1789972,"Cullinan Oncology, Inc.",CAMBRIDGE,MA,ONE MAIN STREET,SUITE 1350,02142
1611,6833,6833,HOUSTON,TX,1300 POST OAK BOULEVARD,8TH FLOOR,77056,1396440,Main Street Capital CORP,HOUSTON,TX,1300 POST OAK BOULEVARD,8TH FLOOR,77056
1612,6835,6835,HOLLYWOOD,CA,9000 W. SUNSET BLVD,#1500,90069,1835236,Music Acquisition Corp,HOLLYWOOD,CA,9000 W. SUNSET BLVD,#1500,90069
1613,6841,6841,CORAL GABLES,FL,2701 LE JEUNE ROAD,FLOOR 10,33134,1802450,"MSP Recovery, Inc.",CORAL GABLES,FL,2701 LE JEUNE ROAD,FLOOR 10,33134
1614,6843,6843,LEXINGTON,MA,99 HAYDEN AVENUE,SUITE 390,02421,1574235,"Pulmatrix, Inc.",LEXINGTON,MA,99 HAYDEN AVENUE,SUITE 390,02421
1615,6846,6846,CHICAGO,IL,150 NORTH RIVERSIDE PLAZA,8TH FLOOR,60606,1468174,Hyatt Hotels Corp,CHICAGO,IL,150 NORTH RIVERSIDE PLAZA,8TH FLOOR,60606
1616,6852,6852,JEFFERSONVILLE,IN,702 NORTH SHORE DRIVE,SUITE 300,47130,1435508,"First Savings Financial Group, Inc.",JEFFERSONVILLE,IN,702 NORTH SHORE DRIVE,SUITE 300,47130
1617,6855,6855,ESTERO,FL,8501 WILLIAMS ROAD,3RD FLOOR,33928,1657853,"HERTZ GLOBAL HOLDINGS, INC",ESTERO,FL,8501 WILLIAMS ROAD,3RD FLOOR,33928
1618,6856,6856,DELRAY BEACH,FL,14000 S. MILITARY TRAIL,SUITE 203,33484,1770141,"UpHealth, Inc.",DELRAY BEACH,FL,14000 S. MILITARY TRAIL,SUITE 203,33484
1619,6858,6858,DALLAS,TX,2100 MCKINNEY AVENUE,SUITE 1250,75201,1138118,"CBRE GROUP, INC.",DALLAS,TX,2100 MCKINNEY AVENUE,SUITE 1250,75201
1620,6860,6860,DENVER,CO,1700 LINCOLN STREET,SUITE 3200,80203,893538,SM Energy Co,DENVER,CO,1700 LINCOLN STREET,SUITE 3200,80203
1621,6862,6862,STAMFORD,CT,4 STAMFORD PLAZA,107 ELM STREET 9TH FLOOR,06902,1346830,"Cara Therapeutics, Inc.",STAMFORD,CT,4 STAMFORD PLAZA,107 ELM STREET 9TH FLOOR,06902
1623,6867,6867,NEW YORK,NY,590 MADISON AVENUE,15TH FLOOR,10022,1504619,PennantPark Floating Rate Capital Ltd.,NEW YORK,NY,590 MADISON AVENUE,15TH FLOOR,10022
1624,6868,6868,CHICAGO,IL,175 WEST JACKSON BLVD.,SUITE 1000,60604,1529864,"Enova International, Inc.",CHICAGO,IL,175 WEST JACKSON BLVD.,SUITE 1000,60604
1625,6870,6870,WYOMISSING,PA,825 BERKSHIRE BLVD STE 200,WYOMISSING PROFESSIONAL CENTER,19610,921738,"PENN Entertainment, Inc.",WYOMISSING,PA,825 BERKSHIRE BLVD,SUITE 200,19610
1626,6878,6878,MCLEAN,VA,1521 WESTBRANCH DRIVE,SUITE 100,22102,1143513,GLADSTONE CAPITAL CORP,MCLEAN,VA,1521 WESTBRANCH DRIVE,SUITE 100,22102
1627,6884,6884,DURHAM,NC,4505 EMPEROR BOULEVARD,SUITE 200,27703,882796,BIOCRYST PHARMACEUTICALS INC,DURHAM,NC,4505 EMPEROR BOULEVARD,SUITE 200,27703
1629,6890,6890,LOS ANGELES,CA,333 SOUTH GRAND AVENUE,28TH FLOOR,90071,1403528,"Oaktree Capital Group, LLC",LOS ANGELES,CA,333 SOUTH GRAND AVENUE,28TH FLOOR,90071
1630,6897,6897,ALLENTOWN,PA,645 HAMILTON STREET,SUITE 400,18101,1538849,CrossAmerica Partners LP,ALLENTOWN,PA,645 HAMILTON STREET,SUITE 400,18101
1631,6901,6901,WARRINGTON,PA,2600 KELLY ROAD,SUITE 100,18976,946486,WINDTREE THERAPEUTICS INC /DE/,WARRINGTON,PA,2600 KELLY ROAD,SUITE 100,18976
1632,6906,6906,CORTE MADERA,CA,15 KOCH ROAD,SUITE K,94925,1528849,RH,CORTE MADERA,CA,15 KOCH ROAD,SUITE K,94925
1633,6908,6908,SEATTLE,WA,3101 WESTERN AVENUE,SUITE 800,98121,891293,CTI BIOPHARMA CORP,SEATTLE,WA,3101 WESTERN AVENUE,SUITE 800,98121
1634,6912,6912,BOSTON,MA,116 HUNTINGTON AVENUE,6TH FLOOR,02116,1672619,IMARA Inc.,BOSTON,MA,116 HUNTINGTON AVENUE,6TH FLOOR,02116
1635,6913,6913,PLYMOUTH,MI,47912 HALYARD DRIVE,SUITE 100,48170,1637655,Horizon Global Corp,PLYMOUTH,MI,47912 HALYARD DRIVE,SUITE 100,48170
1636,6924,6924,LAWRENCEVILLE,NJ,1009 LENOX DRIVE,SUITE 101,08648,1774155,BTRS Holdings Inc.,LAWRENCEVILLE,NJ,1009 LENOX DRIVE,SUITE 101,08648
1637,6927,6927,RENO,NV,401 RYLAND STREET,STE 200-A,89114,1471302,Kemiao Garment Holding Group,RENO,NV,401 RYLAND STREET,STE 200-A,89114
1638,6929,6929,JERICHO,NY,TWO JERICHO PLAZA,SUITE 200,11753,1084869,1 800 FLOWERS COM INC,JERICHO,NY,TWO JERICHO PLAZA,SUITE 200,11753
1639,6936,6936,DALLAS,TX,14651 NORTH DALLAS PARKWAY,SUITE 500,75254,3197,CECO ENVIRONMENTAL CORP,CINCINNATI,OH,4625 RED BANK ROAD,SUITE 200,45227
1640,6937,6937,JACKSONVILLE,FL,500 WATER STREET,15TH FLOOR,32202,277948,CSX CORP,JACKSONVILLE,FL,500 WATER STREET,15TH FLOOR,32202
1641,6939,6939,JACKSONVILLE,FL,200 W. FORSYTH ST.,7TH FLOOR,32202,844059,"FRP HOLDINGS, INC.",JACKSONVILLE,FL,200 W. FORSYTH ST.,7TH FLOOR,32202
1642,6941,6941,CANONSBURG,PA,CNX CENTER,1000 CONSOL ENERGY DRIVE,15317,1070412,CNX Resources Corp,CANONSBURG,PA,CNX CENTER,1000 CONSOL ENERGY DRIVE,15317
1643,6944,6944,LEBANON,OH,2 NORTH BROADWAY,PO BOX 59,45036,1074902,LCNB CORP,LEBANON,OH,2 NORTH BROADWAY,PO BOX 59,45036
1644,6949,6949,NORWALK,CT,301 MERRITT SEVEN CORPORATE PK,6TH FLOOR,06851,105634,"EMCOR Group, Inc.",NORWALK,CT,301 MERRITT SEVEN CORPORATE PARK,6TH FLOOR,06851
1646,6963,6963,OAK BROOK,IL,1400 16TH STREET,SUITE 270,60523,95953,ASCENT INDUSTRIES CO.,OAK BROOK,IL,1400 16TH STREET,SUITE 270,60523
1647,6968,6968,MIAMI,FL,"3225 FRANKLIN AVENUE,",SUITE 309,33133,1857518,Jaguar Global Growth Corp I,MIAMI,FL,"3225 FRANKLIN AVENUE,",SUITE 309,33133
1648,6970,6970,BROOKLYN,NY,"140 58TH STREET, BUILDING A",SUITE 2100,11220,748592,Eterna Therapeutics Inc.,BROOKLYN,NY,"140 58TH STREET, BUILDING A",SUITE 2100,11220
1649,6980,6980,LA JOLLA,CA,7660 FAY AVENUE,"SUITE H, UNIT 339",92037,1743725,"GRID DYNAMICS HOLDINGS, INC.",LA JOLLA,CA,7660 FAY AVENUE,"SUITE H, UNIT 339",92037
1650,6981,6981,NEW YORK,NY,350 PARK AVENUE,20TH FL,10022,1055160,"MFA FINANCIAL, INC.",NEW YORK,NY,350 PARK AVE,20TH FLOOR,10022
1652,6988,6988,SOUTH SAN FRANCISCO,CA,240 E. GRAND AVE.,2ND FLOOR,94080,1796280,"Oric Pharmaceuticals, Inc.",SOUTH SAN FRANCISCO,CA,240 E. GRAND AVE.,2ND FLOOR,94080
1653,6991,6991,BROOMFIELD,CO,11800 RIDGE PARKWAY,SUITE 300,80021,34067,DMC Global Inc.,BROOMFIELD,CO,11800 RIDGE PARKWAY,SUITE 300,80021
1654,6992,6992,SAN DIEGO,CA,4330 LA JOLLA VILLAGE DRIVE,SUITE 200,92122,1580063,"BIORA THERAPEUTICS, INC.",SAN DIEGO,CA,4330 LA JOLLA VILLAGE DRIVE,SUITE 200,92122
1655,7002,7002,WAYNE,PA,550 E SWEDESFORD RD,SUITE 400,19087,96943,TELEFLEX INC,WAYNE,PA,550 E SWEDESFORD RD,SUITE 400,19087
1656,7008,7008,DAVIDSON,NC,130 HARBOUR PLACE DRIVE,SUITE 300,28036,26324,CURTISS WRIGHT CORP,DAVIDSON,NC,130 HARBOUR PLACE DRIVE,SUITE 300,28036
1657,7010,7010,PHILADELPHIA,PA,ONE COMMERCE SQUARE,"2005 MARKET STREET, SUITE 1000",19103,77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,PHILADELPHIA,PA,ONE COMMERCE SQUARE,"2005 MARKET STREET, SUITE 1000",19103
1658,7015,7015,AUSTIN,TX,13284 POND SPRING RD,STE 405,78729,1914023,Acri Capital Acquisition Corp,AUSTIN,TX,13284 POND SPRING RD,STE 405,78729
1659,7019,7019,BROOKLYN PARK,MN,7050 WINNETKA AVE. N.,SUITE 100,55428,796505,"Clearfield, Inc.",BROOKLYN PARK,MN,7050 WINNETKA AVE. N.,SUITE 100,55428
1660,7027,7027,NEW YORK,NY,411 W. 14TH STREET,2ND FLOOR,10014,1399520,"ONE Group Hospitality, Inc.",NEW YORK,NY,411 W. 14TH STREET,2ND FLOOR,10014
1661,7028,7028,NAPERVILLE,IL,901 FRONTENAC RD,P O BOX 3061,60566,19871,CHICAGO RIVET & MACHINE CO,NAPERVILLE,IL,901 FRONTENAC RD,P O BOX 3061,60566
1662,7030,7030,HOUSTON,TX,5718 WESTHEIMER RD,SUITE 700,77057-5745,1288403,W&T OFFSHORE INC,HOUSTON,TX,5718 WESTHEIMER RD,SUITE 700,77057-5745
1663,7042,7042,WILSON,WY,3415 N. PINES WAY,SUITE 204,83014,1842937,Hennessy Capital Investment Corp. VI,WILSON,WY,3415 N. PINES WAY,SUITE 204,83014
1664,7044,7044,OAK BROOK,IL,1415 WEST 22ND STREET,SUITE 1100,60523,277509,FEDERAL SIGNAL CORP /DE/,OAK BROOK,IL,1415 WEST 22ND STREET,SUITE 1100,60523
1665,7045,7045,HOUSTON,TX,TARGA RESOURCES PARTNERS LP,"1000 LOUISIANA STREET, SUITE 4300",77002,1389170,Targa Resources Corp.,HOUSTON,TX,TARGA RESOURCES PARTNERS LP,"1000 LOUISIANA STREET, SUITE 4300",77002
1666,7046,7046,LONG BEACH,CA,1 WORLD TRADE CENTER,SUITE 1500,90831,1609253,California Resources Corp,LONG BEACH,CA,1 WORLD TRADE CENTER,SUITE 1500,90831
1669,7055,7055,NOVATO,CA,7250 REDWOOD BLVD.,SUITE 200,94945,1145255,HENNESSY ADVISORS INC,NOVATO,CA,7250 REDWOOD BLVD.,SUITE 200,94945
1670,7056,7056,HOUSTON,TX,777 POST OAK BLVD.,7TH FLOOR,77056,1698514,National Energy Services Reunited Corp.,HOUSTON,TX,777 POST OAK BLVD.,7TH FLOOR,77056
1671,7060,7060,SAN FRANCISCO,CA,201 MISSION STREET,SUITE 2900,94105,1543916,"ForgeRock, Inc.",SAN FRANCISCO,CA,201 MISSION STREET,SUITE 2900,94105
1672,7073,7073,SAN DIEGO,CA,12625 HIGH BLUFF DRIVE,SUITE 305,92130,849145,Heritage Global Inc.,SAN DIEGO,CA,12625 HIGH BLUFF DRIVE,SUITE 305,92130
1674,7079,7079,RESTON,VA,11950 DEMOCRACY DRIVE,SUITE 600,20190,1158172,"COMSCORE, INC.",RESTON,VA,11950 DEMOCRACY DRIVE,SUITE 600,20190
1675,7081,7081,ROSWELL,GA,MANSELL OVERLOOK,"300 COLONIAL CENTER PARKWAY, SUITE 600",30076,1650729,"SiteOne Landscape Supply, Inc.",ROSWELL,GA,MANSELL OVERLOOK,"300 COLONIAL CENTER PARKWAY, SUITE 600",30076
1676,7092,7092,PALM BEACH GARDENS,FL,11780 U.S. HIGHWAY 1,SUITE 600,33408,67215,DYCOM INDUSTRIES INC,PALM BEACH GARDENS,FL,11780 U.S. HIGHWAY 1,SUITE 600,33408
1677,7095,7095,DALLAS,TX,8235 DOUGLAS AVENUE,SUITE 1200,75225,1870997,Loyalty Ventures Inc.,DALLAS,TX,8235 DOUGLAS AVENUE,SUITE 1200,75225
1679,7101,7101,SAN DIEGO,CA,10578 SCIENCE CENTER DRIVE,SUITE 125,92121,1599901,"Avidity Biosciences, Inc.",SAN DIEGO,CA,10578 SCIENCE CENTER DRIVE,SUITE 125,92121
1680,7103,7103,SAN CARLOS,CA,125 SHOREWAY ROAD,SUITE B,94070,925741,"BioCardia, Inc.",SAN CARLOS,CA,125 SHOREWAY ROAD,SUITE B,94070
1681,7105,7105,NEWPORT BEACH,CA,520 NEWPORT CENTER DRIVE,SUITE 1200,92660,1570562,"Evolus, Inc.",NEWPORT BEACH,CA,520 NEWPORT CENTER DRIVE,SUITE 1200,92660
1682,7110,7110,NEW YORK,NY,200 PARK AVENUE,32ND FLOOR,10166,1864891,Endurance Acquisition Corp.,NEW YORK,NY,200 PARK AVENUE,32ND FLOOR,10166
1683,7111,7111,NEW YORK,NY,345 PARK AVENUE,31ST FLOOR,10154,1736035,Blackstone Secured Lending Fund,NEW YORK,NY,345 PARK AVENUE,31ST FLOOR,10154
1684,7115,7115,BOCA RATON,FL,2424 N. FEDERAL HWY,SUITE 208,33431,1341766,"Celsius Holdings, Inc.",BOCA RATON,FL,2424 N. FEDERAL HWY,SUITE 208,33431
1685,7119,7119,CLEARWATER,FL,2454 MCMULLEN BOOTH RD,BLDG C SUITE 501B,33759,1000045,NICHOLAS FINANCIAL INC,CLEARWATER,FL,2454 MCMULLEN BOOTH RD,BLDG C SUITE 501B,33759
1686,7126,7126,PLANO,TX,5601 GRANITE PARKWAY,SUITE 120,75024,1529274,"ALKAMI TECHNOLOGY, INC.",PLANO,TX,5601 GRANITE PARKWAY,SUITE 120,75024
1687,7127,7127,MALVERN,PA,100 DEERFIELD LANE,SUITE 300,19355,896429,"CANTALOUPE, INC.",MALVERN,PA,100 DEERFIELD LANE,SUITE 300,19355
1688,7128,7128,NEW YORK,NY,7 WORLD TRADE CENTER,"250 GREENWICH STREET, FLOOR 47",10007,1885754,Motive Capital Corp II,NEW YORK,NY,7 WORLD TRADE CENTER,"250 GREENWICH STREET, FLOOR 47",10007
1689,7133,7133,NEW YORK,NY,C/O FALCON EDGE CAPITAL,660 MADISON AVENUE,10065,1842223,Frontier Acquisition Corp.,NEW YORK,NY,C/O FALCON EDGE CAPITAL,660 MADISON AVENUE,10065
1690,7151,7151,ATLANTA,GA,2870 PEACHTREE RD NW,SUITE 509,30305,1852736,Tristar Acquisition I Corp.,ATLANTA,GA,2870 PEACHTREE RD NW,SUITE 509,30305
1691,7153,7153,SANTA MONICA,CA,2701 OLYMPIC BOULEVARD,BUILDING B,90404,718877,"Activision Blizzard, Inc.",SANTA MONICA,CA,2701 OLYMPIC BOULEVARD,BUILDING B,90404
1692,7160,7160,PHILADELPHIA,PA,BNY MELLON BUILDING,"1735 MARKET STREET, 15TH FL",19103,17843,CARPENTER TECHNOLOGY CORP,PHILADELPHIA,PA,BNY MELLON BUILDING,"1735 MARKET STREET, 15TH FL",19103
1693,7169,7169,LOS ANGELES,CA,10960 WILSHIRE BLVD,SUITE 2200,90024,1803914,"PLBY Group, Inc.",LOS ANGELES,CA,10960 WILSHIRE BLVD,SUITE 2200,90024
1694,7173,7173,SANTA CLARA,CA,SITIME CORPORATION,5451 PATRICK HENRY DRIVE,95054,1451809,SITIME Corp,SANTA CLARA,CA,SITIME CORPORATION,5451 PATRICK HENRY DRIVE,95054
1695,7177,7177,NEW YORK,NY,590 MADISON AVENUE,15TH FLOOR,10022,1383414,PENNANTPARK INVESTMENT CORP,NEW YORK,NY,590 MADISON AVENUE,15TH FLOOR,10022
1696,7184,7184,CARY,NC,2000 REGENCY PARKWAY DRIVE,SUITE 300,27518,1753162,Fathom Holdings Inc.,CARY,NC,2000 REGENCY PARKWAY DRIVE,SUITE 300,27518
1697,7185,7185,DALLAS,TX,5430 LBJ FRWY,STE 1700,75240,59255,VALHI INC /DE/,DALLAS,TX,THREE LINCOLN CENTER,5430 LBJ FREEWAY SUITE 1700,75240-2620
1699,7190,7190,SAN FRANCISCO,CA,101 MONTGOMERY STREET,SUITE 200,94104,1476150,Terreno Realty Corp,SAN FRANCISCO,CA,101 MONTGOMERY STREET,SUITE 200,94104
1700,7191,7191,MEDINA,OH,2628 PEARL RD,P O BOX 777,44258,110621,RPM INTERNATIONAL INC/DE/,MEDINA,OH,2628 PEARL RD,P O BOX 777,44258
1701,7199,7199,MIAMI,FL,78 SW 7TH STREET,SUITE 500,33130,1880151,Liberty Resources Acquisition Corp.,MIAMI,FL,78 SW 7TH STREET,SUITE 500,33130
1702,7201,7201,NEW YORK,NY,1290 AVENUE OF THE AMERICAS,NEW YORK,10104,1484769,fuboTV Inc. /FL,NEW YORK,NY,1290 AVENUE OF THE AMERICAS,NEW YORK,10104
1703,7202,7202,WIPPANY,NJ,P O BOX 206,240 ROUTE 10 WEST,07981,1005210,SUBURBAN PROPANE PARTNERS LP,WHIPPANY,NJ,ONE SUBURBAN PLZ,240 RTE 10 WEST,07981
1704,7203,7203,BETHESDA,MD,4747 BETHESDA AVENUE,SUITE 200,20814,1689796,JBG SMITH Properties,BETHESDA,MD,4747 BETHESDA AVENUE,SUITE 200,20814
1705,7207,7207,ROSEMONT,IL,9399 W. HIGGINS RD.,SUITE 100,60018,1665918,US Foods Holding Corp.,ROSEMONT,IL,9399 W. HIGGINS RD.,SUITE 100,60018
1706,7208,7208,SAN FRANCISCO,CA,100 MONTGOMERY STREET,SUITE 1600,94104,1865107,A.K.A. BRANDS HOLDING CORP.,SAN FRANCISCO,CA,100 MONTGOMERY STREET,SUITE 1600,94104
1707,7211,7211,MONTCLAIR,NJ,7 N. WILLOW STREET,SUITE 4B,07042,893739,180 DEGREE CAPITAL CORP. /NY/,MONTCLAIR,NJ,7 N. WILLOW STREET,SUITE 4B,07042
1708,7214,7214,EDISON,NJ,399 THORNALL STREET,FIRST FLOOR,08837,1583771,"Hepion Pharmaceuticals, Inc.",EDISON,NJ,399 THORNALL STREET,FIRST FLOOR,08837
1709,7218,7218,SUITE 906 LOS ANGELES,CA,CENTURY CITY MEDICAL PLAZA,2080 CENTURY CITY EAST,90067,1527728,Enochian Biosciences Inc,SUITE 906 LOS ANGELES,CA,CENTURY CITY MEDICAL PLAZA,2080 CENTURY CITY EAST,90067
1710,7219,7219,SAN ANTONIO,TX,9601 MCALLISTER FREEWAY,SUITE 610,78216,45919,HARTE HANKS INC,SAN ANTONIO,TX,9601 MCALLISTER FREEWAY,SUITE 610,78216
1711,7220,7220,EAGAN,MN,"2915 COMMERS DRIVE,",SUITE 900,55121,1446159,Predictive Oncology Inc.,EAGAN,MN,"2915 COMMERS DRIVE,",SUITE 900,55121
1712,7226,7226,NEW YORK,NY,30 HUDSON YARDS,SUITE 7500,10001,1631596,KKR Real Estate Finance Trust Inc.,NEW YORK,NY,30 HUDSON YARDS,SUITE 7500,10001
1713,7227,7227,DENVER,CO,1401 LAWRENCE STREET,SUITE 1750,80202,1703785,Sitio Royalties Corp.,DENVER,CO,1401 LAWRENCE STREET,SUITE 1750,80202
1714,7234,7234,SALT LAKE CITY,UT,ONE SOUTH MAIN STREET,11TH FLOOR,84133,109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",SALT LAKE CITY,UT,ONE SOUTH MAIN STREET,11TH FLOOR,84133
1716,7238,7238,DALLAS,TX,5420 LYNDON B. JOHNSON FREEWAY,SUITE 500,75240,1624794,"CSW INDUSTRIALS, INC.",DALLAS,TX,5420 LYNDON B. JOHNSON FREEWAY,SUITE 500,75240
1717,7239,7239,ALAMEDA,CA,1101 MARINA VILLAGE PARKWAY,SUITE 201,94501,1708599,"AgeX Therapeutics, Inc.",ALAMEDA,CA,1101 MARINA VILLAGE PARKWAY,SUITE 201,94501
1718,7251,7251,SAN DIEGO,CA,10628 SCIENCE CENTER DRIVE,SUITE 250,92121,1768224,Arcturus Therapeutics Holdings Inc.,SAN DIEGO,CA,10628 SCIENCE CENTER DRIVE,SUITE 250,92121
1719,7257,7257,BETHESDA,MD,7501 WISCONSIN AVE,SUITE 1000,20814,1415311,ProShares Trust II,BETHESDA,MD,7501 WISCONSIN AVE,SUITE 1000,20814
1720,7259,7259,SUGAR LAND,TX,13131 DAIRY ASHFORD,SUITE 600,77478,318833,TEAM INC,SUGAR LAND,TX,13131 DAIRY ASHFORD,SUITE 600,77478
1721,7260,7260,NEW YORK,NY,80 BROAD STREET,5TH FLOOR,10004,1865111,Alpha Star Acquisition Corp,NEW YORK,NY,80 BROAD STREET,5TH FLOOR,10004
